,nominee_type,year,winner,award,title
340,people,2022,True,Best Performance by an Actress in a Television Series - Musical or Comedy,Jean Smart
341,people,2022,False,Best Original Score - Motion Picture,Germaine Franco
342,people,2022,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Paul Bettany
343,people,2022,True,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Oh Young-soo
344,people,2022,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Brett Goldstein
345,people,2022,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Mark Duplass
346,people,2022,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Kieran Culkin
347,people,2022,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Hannah Waddingham
348,people,2022,True,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sarah Snook
349,people,2022,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Andie MacDowell
350,people,2022,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Kaitlyn Dever
351,people,2022,False,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jennifer Coolidge
352,people,2022,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Tahar Rahim
353,people,2022,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Ewan McGregor
354,people,2022,True,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Michael Keaton
355,people,2022,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Oscar Isaac
356,people,2022,True,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Kate Winslet
357,people,2022,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Anthony Anderson
358,people,2022,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Margaret Qualley
359,people,2022,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Elizabeth Olsen
360,people,2022,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Cynthia Erivo
361,people,2022,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Jessica Chastain
362,tv-show,2022,True,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",The Underground Railroad
363,tv-show,2022,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Mare of Easttown
364,tv-show,2022,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Maid
365,tv-show,2022,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Impeachment: American Crime Story
366,tv-show,2022,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Dopesick
367,people,2022,True,Best Performance by an Actor in a Television Series - Musical or Comedy,Jason Sudeikis
368,people,2022,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Martin Short
369,people,2022,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Steve Martin
370,people,2022,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Nicholas Hoult
371,people,2022,False,Best Original Score - Motion Picture,Jonny Greenwood
372,people,2022,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Hannah Einbinder
373,people,2022,False,Best Original Score - Motion Picture,Alexandre Desplat
374,people,2022,False,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington
375,people,2022,True,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Andrew Garfield
376,people,2022,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Peter Dinklage
377,people,2022,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Leonardo DiCaprio
378,people,2022,True,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Rachel Zegler
379,people,2022,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma Stone
380,people,2022,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jennifer Lawrence
381,people,2022,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Alana Haim
382,people,2022,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Marion Cotillard
383,film,2022,True,Best Motion Picture - Musical or Comedy,West Side Story (2021)
384,film,2022,False,Best Motion Picture - Musical or Comedy,"tick, tick...BOOM!"
385,film,2022,False,Best Motion Picture - Musical or Comedy,Licorice Pizza
386,film,2022,False,Best Motion Picture - Musical or Comedy,Don't Look Up
387,film,2022,False,Best Motion Picture - Musical or Comedy,Cyrano
388,people,2022,True,Best Performance by an Actor in a Motion Picture - Drama,Will Smith
389,people,2022,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Anthony Ramos
390,people,2022,False,Best Performance by an Actor in a Motion Picture - Drama,Benedict Cumberbatch
391,people,2022,False,Best Performance by an Actor in a Motion Picture - Drama,Javier Bardem
392,people,2022,False,Best Performance by an Actor in a Motion Picture - Drama,Mahershala Ali
393,people,2022,False,Best Performance by an Actress in a Motion Picture - Drama,Kristen Stewart
394,people,2022,False,Best Performance by an Actress in a Motion Picture - Drama,Lady Gaga
395,people,2022,True,Best Performance by an Actress in a Motion Picture - Drama,Nicole Kidman
396,people,2022,False,Best Performance by an Actress in a Motion Picture - Drama,Olivia Colman
397,people,2022,False,Best Performance by an Actress in a Motion Picture - Drama,Jessica Chastain
398,film,2022,True,Best Motion Picture - Drama,The Power of the Dog
399,film,2022,False,Best Motion Picture - Drama,King Richard
400,people,2022,False,Best Screenplay - Motion Picture,Aaron Sorkin
401,film,2022,False,Best Motion Picture - Drama,CODA
402,film,2022,False,Best Motion Picture - Drama,Belfast
403,people,2022,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Cooper Hoffman
404,film,2022,False,Best Motion Picture - Drama,Dune
405,film,2022,True,Best Motion Picture - Animated,Encanto
406,people,2022,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ben Affleck
407,film,2022,False,Best Motion Picture - Animated,Flee
408,people,2022,False,Best Screenplay - Motion Picture,Adam McKay
409,people,2022,True,Best Screenplay - Motion Picture,Kenneth Branagh
410,people,2022,False,Best Screenplay - Motion Picture,Paul Thomas Anderson
411,people,2022,False,Best Director - Motion Picture,Denis Villeneuve
412,people,2022,False,Best Director - Motion Picture,Steven Spielberg
413,people,2022,False,Best Director - Motion Picture,Maggie Gyllenhaal
414,people,2022,True,Best Director - Motion Picture,Jane Campion
415,people,2022,False,Best Director - Motion Picture,Kenneth Branagh
416,people,2022,True,Best Performance by an Actor in a Supporting Role in any Motion Picture,Kodi Smit-McPhee
417,people,2022,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Troy Kotsur
418,people,2022,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ciarán Hinds
419,people,2022,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jamie Dornan
420,people,2022,False,Best Screenplay - Motion Picture,Jane Campion
421,people,2022,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Ruth Negga
422,film,2022,False,Best Motion Picture – Non-English Language,The Hand of God
423,people,2022,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Aunjanue Ellis
424,film,2022,False,Best Motion Picture - Animated,My Sunny Maad
425,film,2022,False,Best Motion Picture - Animated,Raya and the Last Dragon
426,film,2022,False,Best Motion Picture – Non-English Language,Compartment No. 6
427,film,2022,True,Best Motion Picture – Non-English Language,Drive My Car
428,film,2022,False,Best Motion Picture - Animated,Luca
429,film,2022,False,Best Motion Picture – Non-English Language,"Hero, A"
430,people,2022,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Caitriona Balfe
431,people,2022,True,Best Performance by an Actress in a Supporting Role in any Motion Picture,Ariana DeBose
432,people,2022,False,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kirsten Dunst
433,film,2022,False,Best Motion Picture – Non-English Language,Parallel Mothers
434,people,2021,False,Best Performance by an Actor In A Television Series - Drama,Jason Bateman
435,people,2021,False,Best Performance by an Actress In A Television Series - Drama,Jodie Comer
436,people,2021,True,Best Performance by an Actress In A Television Series - Drama,Emma Corrin
437,people,2021,False,Best Performance by an Actress In A Television Series - Drama,Laura Linney
438,people,2021,False,Best Performance by an Actress In A Television Series - Drama,Sarah Paulson
439,people,2021,False,Best Performance by an Actor In A Television Series - Drama,Bob Odenkirk
440,people,2021,True,Best Performance by an Actor In A Television Series - Drama,Josh O'Connor
441,people,2021,False,Best Performance by an Actor In A Television Series - Drama,Al Pacino
442,people,2021,False,Best Performance by an Actor In A Television Series - Drama,Matthew Rhys
443,tv-show,2021,False,Best Television Series - Musical or Comedy,Emily in Paris
444,people,2021,False,Best Performance by an Actress In A Television Series - Drama,Olivia Colman
445,tv-show,2021,False,Best Television Series - Musical or Comedy,The Great
446,tv-show,2021,False,Best Television Series - Musical or Comedy,The Flight Attendant
447,song,2021,False,Best Original Song - Motion Picture,Tigress  Tweed
448,tv-show,2021,False,Best Television Series - Drama,Ratched
449,tv-show,2021,False,Best Television Series - Drama,Ozark
450,tv-show,2021,False,Best Television Series - Drama,The Mandalorian
451,tv-show,2021,False,Best Television Series - Drama,Lovecraft Country
452,tv-show,2021,True,Best Television Series - Drama,The Crown
453,song,2021,False,Best Original Song - Motion Picture,Speak Now
454,song,2021,True,Best Original Song - Motion Picture,Io Sì (Seen)
455,song,2021,False,Best Original Song - Motion Picture,Hear My Voice
456,song,2021,False,Best Original Song - Motion Picture,Fight For You
457,people,2021,True,Best Original Score - Motion Picture,Trent Reznor
458,people,2021,False,Best Original Score - Motion Picture,Trent Reznor
459,people,2021,False,Best Original Score - Motion Picture,Ludwig Göransson
460,tv-show,2021,False,Best Television Series - Musical or Comedy,Ted Lasso
